,0
0,2.2
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.3019999999999998
7,1.3446666666666665
8,1.1333333333333333
9,3.4766666666666675
10,0.0
11,1.4333333333333333
12,1.8066666666666669
13,0.0
14,1.1119999999999999
15,0.0
16,0.0
17,0.0
18,0.0
19,1.57
20,0.0
21,0.0
22,3.2999999999999994
23,0.0
24,1.2813333333333334
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.952
31,1.7713333333333336
32,0.0
33,1.9520000000000002
34,1.8813333333333337
35,0.0
36,0.0
37,1.5339999999999998
38,0.0
39,2.046666666666667
40,1.4633333333333336
41,0.0
42,0.91
43,0.0
44,2.554666666666667
45,0.0
46,0.0
47,1.3673333333333337
48,0.0
49,0.0
50,0.0
51,0.0
52,1.368
53,0.0
54,0.0
55,0.0
56,1.2433333333333332
57,0.0
58,2.624666666666667
59,1.1346666666666667
60,2.543333333333334
61,0.9666666666666668
62,1.161333333333333
63,0.0
64,0.0
65,0.0
66,0.8993333333333333
67,0.0
68,3.3606666666666665
69,0.0
70,0.0
71,0.0
72,0.0
73,2.5546666666666673
74,1.0826666666666669
75,0.0
76,0.0
77,0.0
78,1.518
79,1.5806666666666667
80,1.2033333333333334
81,0.0
82,1.2153333333333334
83,0.0
84,0.0
85,0.0
86,0.0
87,1.0553333333333332
88,2.2566666666666673
89,2.4113333333333333
90,0.0
91,1.7533333333333332
92,0.0
93,0.0
94,2.5400000000000005
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,4.256666666666667
103,1.3586666666666667
104,0.0
105,0.0
106,0.0
107,1.5799999999999998
108,0.0
109,1.6833333333333333
110,0.0
111,0.0
112,1.6846666666666665
113,1.5666666666666667
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,1.3533333333333333
121,1.088
122,0.0
123,0.0
124,2.9666666666666663
125,0.0
126,0.0
127,0.0
128,2.3573333333333335
129,0.0
130,3.3600000000000003
131,1.374666666666667
132,0.0
133,1.3333333333333333
134,1.024
135,2.018
136,0.0
137,2.913333333333334
138,4.230666666666667
139,1.557333333333333
140,1.5746666666666664
141,0.0
142,1.6019999999999999
143,0.0
144,0.0
145,1.3733333333333335
146,2.7800000000000002
147,0.0
148,0.0
149,0.0
150,0.0
151,1.0266666666666666
152,0.0
153,0.0
154,1.3253333333333333
155,1.93
156,1.5413333333333334
157,1.9
158,0.0
159,0.0
160,0.9900000000000001
161,0.0
162,0.0
163,0.0
164,0.0
165,1.2933333333333334
166,1.7
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,2.178
175,0.0
176,1.9300000000000002
177,0.0
178,3.0300000000000002
179,0.0
180,0.0
181,0.0
182,1.22
183,2.3953333333333333
184,0.0
185,0.0
186,1.1786666666666663
187,0.0
188,0.0
189,0.0
190,0.0
191,1.8946666666666667
192,1.5066666666666666
193,1.1506666666666665
194,0.0
195,1.3146666666666669
196,0.0
197,1.2993333333333335
198,2.4693333333333336
199,0.0
200,0.0
201,0.0
202,0.0
203,2.864666666666667
204,0.0
205,0.0
206,0.0
207,1.1966666666666665
208,0.0
209,0.0
210,1.2100000000000002
211,0.0
212,0.0
213,0.0
214,1.5366666666666666
215,1.8159999999999998
216,2.3539999999999996
217,1.3333333333333333
218,0.0
219,0.0
220,1.0186666666666666
221,1.5546666666666666
222,2.0733333333333333
223,0.0
224,0.0
225,0.0
226,0.0
227,1.1586666666666665
228,1.3233333333333335
229,1.1453333333333333
230,1.526
231,0.0
232,0.0
233,0.0
234,0.0
235,1.9766666666666668
236,1.5726666666666667
237,1.148
238,1.2373333333333332
239,0.0
240,0.0
241,0.0
242,0.0
243,1.1
244,0.0
245,0.0
246,0.0
247,1.1993333333333334
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,1.4800000000000002
254,1.0066666666666666
255,0.0
256,0.0
257,1.7666666666666666
258,0.0
259,1.4153333333333333
260,1.0986666666666667
261,0.0
262,0.0
263,0.0
264,0.0
265,2.2146666666666666
266,1.3113333333333332
267,3.970666666666667
268,0.0
269,2.1599999999999997
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,2.118666666666667
277,0.0
278,0.0
279,2.884
280,2.416
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,1.4313333333333333
288,1.3366666666666667
289,1.7639999999999998
290,0.0
291,3.2626666666666666
292,1.3900000000000001
293,0.0
294,1.9653333333333334
295,1.4393333333333334
296,0.0
297,1.5366666666666666
298,1.3733333333333337
299,1.828
300,0.0
301,2.9099999999999997
302,1.068
303,0.0
304,1.736666666666667
305,1.8319999999999999
