,0
0,6.553333333333333
1,5.6066666666666665
2,10.793333333333333
3,6.073333333333333
4,4.566666666666666
5,8.020000000000001
6,7.766666666666667
7,9.4
8,6.033333333333333
9,16.8
10,3.533333333333333
11,6.6066666666666665
12,7.7266666666666675
13,4.966666666666667
14,4.733333333333333
15,7.433333333333333
16,5.9
17,5.166666666666667
18,5.306666666666667
19,6.0266666666666655
20,7.786666666666666
21,12.566666666666668
22,15.0
23,11.146666666666667
24,5.573333333333333
25,10.099999999999998
26,8.553333333333333
27,6.564666666666665
28,9.566666666666666
29,3.273333333333333
30,4.633333333333334
31,7.4
32,5.033333333333333
33,10.74
34,9.0
35,11.653333333333334
36,11.920000000000003
37,5.38
38,3.933333333333333
39,11.6
40,8.733333333333333
41,16.233333333333334
42,4.553333333333333
43,3.673333333333334
44,13.133333333333333
45,11.353333333333332
46,7.033333333333333
47,7.266666666666667
48,5.46
49,9.1
50,6.726666666666666
51,4.733333333333333
52,6.533333333333333
53,4.813333333333333
54,5.700000000000002
55,5.5666666666666655
56,5.006666666666667
57,9.620000000000001
58,13.306666666666667
59,5.859999999999999
60,12.166666666666666
61,5.92
62,5.62
63,18.533333333333335
64,15.9
65,4.1000000000000005
66,3.8600000000000008
67,5.966666666666666
68,18.65333333333333
69,7.24
70,5.0600000000000005
71,6.2266666666666675
72,6.6333333333333355
73,11.5
74,6.366666666666666
75,4.020000000000001
76,8.046666666666667
77,5.4399999999999995
78,6.466666666666667
79,9.006666666666666
80,5.333333333333333
81,13.013333333333337
82,6.133333333333334
83,11.433333333333334
84,10.499999999999998
85,5.86
86,7.88
87,4.373333333333334
88,11.879999999999997
89,11.006666666666668
90,14.586666666666668
91,6.46
92,15.766666666666667
93,5.6466666666666665
94,11.460000000000003
95,6.073333333333333
96,15.700000000000001
97,11.7
98,6.6866666666666665
99,10.419999999999998
100,6.579999999999999
101,9.133333333333333
102,16.6
103,6.16
104,14.606666666666666
105,7.98
106,5.046666666666666
107,4.0200000000000005
108,6.606666666666668
109,8.473333333333333
110,16.473333333333333
111,7.460000000000002
112,8.566666666666666
113,9.113333333333333
114,6.366666666666666
115,9.353333333333332
116,8.766666666666667
117,4.066666666666666
118,4.933333333333334
119,9.306666666666667
120,7.026666666666667
121,4.766666666666667
122,10.126666666666667
123,5.3
124,16.4
125,4.5
126,6.180000000000001
127,7.833333333333334
128,11.433333333333334
129,9.993333333333334
130,17.80666666666667
131,6.54
132,3.493333333333333
133,5.753333333333333
134,5.606666666666666
135,12.486666666666668
136,4.046666666666668
137,16.279999999999998
138,14.253333333333334
139,6.200000000000001
140,9.16
141,14.346666666666668
142,8.1
143,10.286666666666665
144,7.433333333333334
145,5.593333333333333
146,14.56
147,5.086666666666668
148,6.1
149,5.673333333333335
150,14.133333333333333
151,4.9799999999999995
152,7.566666666666666
153,9.059999999999999
154,5.433333333333334
155,8.846666666666666
156,5.539999999999998
157,11.699999999999998
158,5.8
159,5.293333333333334
160,5.379999999999999
161,4.286666666666667
162,9.133333333333333
163,7.753333333333334
164,3.773333333333334
165,6.846666666666667
166,8.266666666666667
167,8.153333333333332
168,6.48
169,8.9
170,5.280000000000001
171,8.573333333333332
172,9.466666666666667
173,7.833333333333333
174,11.086666666666666
175,6.6
176,10.446666666666667
177,4.42
178,18.533333333333335
179,3.726666666666667
180,9.673333333333334
181,4.180000000000001
182,7.113333333333333
